Player,Nation,Pos,Squad,Comp,Age,Gls,Ast,G-PK,PK,PKatt,xG,npxG,xAG,G-xG,np:G-xG,Sh,SoT,Sh/90,SoT/90,FK,Cmp,Att,Cmp%,TotDist,PrgDist,xA,A-xAG,KP,1/3,PPA,CrsPA,Live,TB,Sw,Crs,In,Out,Str,PrgC,PrgP,PrgR,SCA90,PassLive,PassDead,TO,Sh_stats_gca,Fld,Def,GCA90,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Lost,Int,Blocks_stats_defense,Clr,Err,Touches,Def Pen,Att Pen,Succ,Tkld,Carries,CPA,Mis,Dis,Rec,Won,Fls,PKwon,PKcon,Recov
Jean-Daniel Akpa-Akpro,ci CIV,MF,Monza,it Serie A,31.0,0,0,0,0,0,0.3,0.3,0.2,-0.3,-0.3,4,2,0.37,0.19,0,275,346,79.5,4054,1322,0.2,-0.2,3,19,2,1,327,0,1,6,0,0,0,21,19,22,1.12,8,0,1,1,1,1,0.09,30,18,15,14,1,12,13,19,16,1,505,29,7,12,19,306,2,24,2,290,11,24,0,0,54
David Akpan Ankeye,ng NGA,"FW,MF",Genoa,it Serie A,22.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,6,7,85.7,53,28,0.0,0.0,0,0,1,0,7,0,0,0,0,0,0,0,1,3,2.0,0,0,0,0,1,0,2.0,0,0,0,0,0,1,0,0,1,0,9,1,0,1,0,6,0,0,2,10,0,3,0,0,0
Kevin Akpoguma,ng NGA,DF,Hoffenheim,de Bundesliga,29.0,0,0,0,0,0,0.1,0.1,0.3,-0.1,-0.1,5,1,0.2,0.04,0,1193,1369,87.1,21274,7664,0.6,-0.3,7,101,10,0,1280,1,5,12,0,0,0,14,98,16,1.09,25,1,0,0,1,0,0.04,54,27,36,12,6,16,29,65,115,1,1692,227,5,8,6,892,0,11,9,1025,48,25,0,4,107
Chuba Akpom,eng ENG,FW,Lille,fr Ligue 1,28.0,3,1,2,1,2,5.0,3.4,0.5,-2.0,-1.4,18,9,2.54,1.27,0,67,99,67.7,822,138,0.4,0.5,5,1,4,0,87,1,0,1,0,0,0,6,7,38,2.39,8,0,2,5,2,0,0.42,8,5,0,4,4,4,0,9,3,0,165,4,30,4,4,80,2,12,5,113,17,11,1,0,11
David Alaba,at AUT,DF,Real Madrid,es La Liga,32.0,0,0,0,0,0,0.0,0.0,0.1,0.0,0.0,0,0,0.0,0.0,0,206,228,90.4,3522,1456,0.1,-0.1,1,11,1,0,214,0,2,3,0,0,0,2,7,4,0.57,2,0,0,0,0,0,0.0,1,0,1,0,0,0,6,5,7,0,247,36,2,0,0,180,0,1,0,199,4,2,0,0,8
Ibrahim Alani,ng NGA,MF,Valladolid,es La Liga,18.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0.56,0.0,0,71,85,83.5,1385,298,0.0,0.0,0,7,0,0,82,0,1,0,0,0,0,2,5,1,0.0,0,0,0,0,0,0,0.0,12,7,8,4,0,2,1,3,1,0,113,8,0,1,0,54,0,1,2,65,3,2,0,0,13
Andreas Albers,dk DEN,FW,St. Pauli,de Bundesliga,34.0,1,0,1,0,0,0.6,0.6,0.1,0.4,0.4,3,1,4.35,1.45,0,15,29,51.7,233,47,0.1,-0.1,2,1,0,0,28,0,0,0,0,0,0,1,3,6,2.95,2,0,0,0,0,0,0.0,1,1,0,0,1,1,0,0,1,0,44,0,8,2,0,24,0,4,6,40,10,3,0,0,3
Raúl Albiol,es ESP,DF,Villarreal,es La Liga,38.0,0,0,0,0,0,0.1,0.1,0.0,-0.1,-0.1,2,0,0.15,0.0,0,727,813,89.4,14582,6006,0.1,0.0,0,26,1,0,778,1,4,0,0,0,0,3,34,0,0.38,4,0,0,1,0,0,0.23,10,9,9,1,0,4,6,10,69,1,915,157,3,0,0,514,0,3,1,652,29,11,0,2,44
Carlos Alcaraz,ar ARG,MF,Southampton,eng Premier League,21.0,0,0,0,0,0,0.1,0.1,0.1,-0.1,-0.1,1,1,9.0,9.0,0,13,13,100.0,221,66,0.0,-0.1,1,4,1,1,11,0,0,1,0,0,0,4,6,1,9.0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,17,0,2,0,2,12,0,0,0,12,1,1,0,0,2
Carlos Alcaraz,ar ARG,"FW,MF",Everton,eng Premier League,21.0,2,3,2,0,0,1.7,1.7,1.6,0.3,0.3,26,11,3.06,1.3,1,224,278,80.6,3963,1007,0.7,1.4,13,20,18,3,265,1,2,11,2,1,0,19,42,21,3.89,24,2,3,3,1,0,0.71,11,5,5,3,3,8,5,9,10,0,378,15,19,9,7,211,2,14,13,247,14,13,0,0,37
Omar Alderete,py PAR,DF,Getafe,es La Liga,27.0,1,0,1,0,0,1.7,1.7,0.9,-0.7,-0.7,38,10,1.15,0.3,7,724,1106,65.5,16992,7859,0.9,-0.9,11,132,15,2,1026,3,29,6,0,0,0,25,112,7,1.12,28,1,1,5,1,1,0.12,43,29,30,11,2,10,40,38,241,1,1585,192,39,18,10,633,2,30,9,658,101,33,1,4,115
Carles Aleñá,es ESP,"MF,FW",Getafe,es La Liga,26.0,0,0,0,0,0,0.9,0.9,0.1,-0.9,-0.9,5,1,1.0,0.2,0,93,117,79.5,1504,299,0.1,-0.1,3,9,3,1,105,0,0,6,1,0,0,3,12,10,1.6,7,0,0,0,1,0,0.0,6,3,2,3,1,9,0,9,7,0,163,5,10,3,1,88,1,3,6,98,10,8,0,0,12
Carles Aleñá,es ESP,"MF,FW",Alavés,es La Liga,26.0,0,2,0,0,0,0.7,0.7,1.3,-0.7,-0.7,15,4,1.24,0.33,1,359,472,76.1,5385,1500,1.3,0.7,19,35,14,2,450,6,0,31,5,5,0,18,58,43,3.64,27,7,3,3,4,0,0.33,19,12,6,7,6,10,2,11,4,0,590,2,22,12,5,330,2,23,14,409,9,11,0,0,47
Trent Alexander-Arnold,eng ENG,DF,Liverpool,eng Premier League,25.0,3,6,3,0,0,1.9,1.9,7.3,1.1,1.1,45,8,1.71,0.3,3,1448,1971,73.5,27901,11363,7.4,-1.3,52,207,65,20,1651,12,32,153,34,12,1,51,232,94,3.73,74,15,5,4,0,0,0.38,72,50,44,19,9,56,31,26,55,4,2252,88,44,17,17,1183,9,19,15,1436,3,11,0,0,132
Alfon,es ESP,"FW,MF",Celta Vigo,es La Liga,25.0,5,2,5,0,0,4.6,4.6,2.6,0.4,0.4,46,19,3.02,1.25,0,263,377,69.8,3844,521,2.1,-0.6,24,8,7,1,370,1,3,40,0,0,0,89,22,170,3.87,32,0,12,9,6,0,0.46,8,3,3,2,3,8,5,8,5,1,551,2,114,25,31,374,47,29,20,428,3,15,1,0,37
Mohamed Ali Cho,fr FRA,"FW,MF",Nice,fr Ligue 1,20.0,3,4,3,0,0,4.0,4.0,4.0,-1.0,-1.0,36,15,2.0,0.83,0,338,481,70.3,4959,1248,3.5,0.0,30,23,36,5,456,9,2,51,4,4,0,81,59,133,3.28,45,3,5,1,5,0,0.61,13,9,4,5,4,8,5,17,8,0,720,9,74,20,41,460,30,68,26,545,13,12,0,0,69
Faride Alidou,de GER,"FW,MF",Hellas Verona,it Serie A,23.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0,1.27,0.0,0,16,20,80.0,198,42,0.0,0.0,1,0,1,1,18,0,0,3,1,0,0,1,1,2,2.54,1,0,1,0,0,0,0.0,0,0,0,0,0,0,1,1,3,1,31,2,0,2,2,17,0,1,1,19,1,1,0,0,0
Tadeo Allende,ar ARG,FW,Celta Vigo,es La Liga,25.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,1,3,33.3,7,1,0.0,0.0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,1,3,0,0,0,3,0,0,0,0,1
Jim Allevinah,ga GAB,FW,Angers,fr Ligue 1,29.0,1,3,1,0,0,4.2,4.2,2.5,-3.2,-3.2,35,10,1.8,0.51,0,363,483,75.2,5265,1271,1.7,0.5,15,28,13,3,472,2,1,34,0,2,0,57,48,99,2.0,25,1,3,6,3,1,0.36,19,11,6,9,4,23,12,10,17,0,682,11,65,15,33,435,8,38,32,483,10,18,1,0,88
Dele Alli,eng ENG,MF,Como,it Serie A,28.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,3,3,100.0,21,4,0.0,0.0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,1,0,4,0,1,0,0,0
Thiago Almada,ar ARG,"MF,FW",Lyon,fr Ligue 1,23.0,1,4,1,0,0,2.0,2.0,2.6,-1.0,-1.0,23,5,2.18,0.47,1,635,748,84.9,10034,2735,2.4,1.4,22,58,20,2,668,5,8,47,20,7,0,38,97,50,4.92,39,8,1,3,1,0,1.04,14,8,7,5,2,14,7,2,6,3,831,19,31,8,5,568,10,17,9,652,1,10,1,0,56
Domingos André Ribeiro Almeida,pt POR,"MF,FW",Valencia,es La Liga,24.0,0,4,0,0,0,1.2,1.2,3.2,-1.2,-1.2,18,5,0.82,0.23,2,798,947,84.3,13067,3738,4.9,0.8,43,96,24,5,854,7,7,67,8,18,0,45,142,77,3.92,54,17,1,3,9,2,0.27,48,32,18,21,9,25,8,21,14,1,1162,15,43,22,22,676,11,37,38,836,5,28,0,0,89
Iker Almena,es ESP,"FW,DF",Girona,es La Liga,20.0,0,1,0,0,0,0.0,0.0,0.7,0.0,0.0,1,0,1.87,0.0,0,23,32,71.9,328,34,0.4,0.3,2,0,0,0,30,0,0,4,0,0,0,6,2,10,5.63,2,0,1,0,0,0,3.75,0,0,0,0,0,1,0,1,2,0,39,2,1,2,1,32,1,1,0,31,0,0,0,0,2
Miguel Almirón,py PAR,FW,Newcastle Utd,eng Premier League,30.0,0,0,0,0,0,0.5,0.5,0.3,-0.5,-0.5,6,2,3.44,1.15,0,54,66,81.8,707,219,0.2,-0.3,3,3,1,0,64,1,0,0,0,0,0,3,6,18,4.59,6,0,1,1,0,0,0.0,3,2,2,0,1,1,0,2,0,0,81,1,9,1,1,54,2,0,2,59,0,1,0,0,4
Pontus Almqvist,se SWE,"FW,MF",Parma,it Serie A,25.0,1,1,1,0,0,2.1,2.1,1.3,-1.1,-1.1,26,9,2.1,0.73,0,215,297,72.4,2758,504,0.9,-0.3,10,4,4,1,290,0,0,11,0,0,0,42,12,85,2.1,15,0,5,3,3,0,0.16,17,13,7,7,3,9,19,13,8,0,462,11,53,20,28,298,22,31,13,320,9,15,1,0,40
Marcos Alonso,es ESP,DF,Celta Vigo,es La Liga,33.0,3,0,0,3,3,4.0,1.6,1.3,-1.0,-1.6,31,10,1.05,0.34,7,2139,2397,89.2,38937,14018,2.0,-1.3,21,226,21,6,2236,2,25,42,10,3,0,64,215,49,1.56,38,3,1,3,0,1,0.2,35,21,19,13,3,19,34,22,126,4,2683,211,35,16,8,1733,2,20,9,1901,70,31,0,1,176
Giorgio Altare,it ITA,DF,Venezia,it Serie A,25.0,0,0,0,0,0,0.2,0.2,0.1,-0.2,-0.2,3,1,0.36,0.12,0,283,389,72.8,5113,1998,0.2,-0.1,1,15,2,1,319,0,2,7,0,0,0,4,20,5,0.6,3,0,1,0,0,1,0.0,13,12,8,3,2,7,17,21,49,0,505,60,6,5,1,235,0,5,5,252,19,10,0,0,27
Adrià Altimira,es ESP,"DF,FW",Leganés,es La Liga,23.0,0,0,0,0,0,0.3,0.3,0.5,-0.3,-0.3,7,2,0.39,0.11,0,483,615,78.5,7731,2148,0.7,-0.5,11,34,10,2,516,2,3,28,0,0,0,23,42,69,1.16,14,1,1,0,5,0,0.06,41,24,26,12,3,16,15,15,54,2,826,57,8,10,12,370,4,28,7,432,12,27,0,1,71
Sergi Altimira,es ESP,MF,Betis,es La Liga,22.0,0,1,0,0,0,1.7,1.6,1.7,-1.7,-1.6,21,4,0.96,0.18,0,1123,1258,89.3,18063,4176,1.2,-0.7,22,91,13,0,1231,4,16,5,0,0,0,25,99,30,2.37,40,0,3,2,1,6,0.05,61,37,17,38,6,24,24,28,43,3,1521,53,18,16,7,908,1,27,21,1064,11,35,1,0,117
Edson Álvarez,mx MEX,MF,West Ham,eng Premier League,26.0,0,1,0,0,0,0.4,0.4,0.8,-0.4,-0.4,12,1,0.61,0.05,0,861,1003,85.8,14393,4200,0.9,0.2,12,92,12,3,980,3,12,6,0,0,0,24,85,18,1.42,24,0,2,1,1,0,0.1,50,27,27,15,8,18,18,23,46,1,1239,67,12,14,14,687,2,27,15,830,30,42,0,0,88
Hugo Álvarez,es ESP,"MF,DF",Celta Vigo,es La Liga,21.0,4,3,4,0,0,2.5,2.5,1.1,1.5,1.5,25,9,1.43,0.52,1,799,1013,78.9,12210,3255,2.1,1.9,17,35,15,3,856,0,2,31,4,1,0,74,60,171,2.63,38,0,5,3,0,0,0.52,26,9,12,10,4,9,8,19,29,1,1214,26,82,32,38,726,41,33,12,817,6,25,0,1,78
Julián Álvarez,ar ARG,FW,Atlético Madrid,es La Liga,24.0,17,4,13,4,4,14.1,11.0,5.3,2.9,2.0,70,36,2.51,1.29,5,717,966,74.2,10651,2652,5.3,-1.3,41,45,38,5,879,14,12,69,21,15,0,79,92,162,3.87,76,9,9,9,2,3,0.54,25,17,5,11,9,22,2,14,12,1,1238,9,116,34,28,776,29,62,40,892,13,26,0,0,75
Yeray Álvarez,es ESP,DF,Athletic Club,es La Liga,29.0,1,0,1,0,0,0.5,0.5,0.2,0.5,0.5,9,2,0.45,0.1,0,994,1182,84.1,20211,7016,0.4,-0.2,4,80,3,2,1126,1,16,3,0,0,0,19,105,0,0.91,15,0,0,0,0,3,0.1,25,13,14,9,2,7,34,10,129,1,1425,100,14,6,3,792,0,11,7,903,49,15,0,0,83
Skelly Alvero,fr FRA,MF,Werder Bremen,de Bundesliga,22.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0.38,0.0,0,68,91,74.7,1077,220,0.1,0.0,0,3,3,0,90,0,0,0,0,0,0,1,8,0,0.76,2,0,0,0,0,0,0.0,11,6,5,5,1,1,2,4,10,0,136,15,2,2,1,70,0,6,4,74,5,7,0,0,13
Will Alves,eng ENG,FW,Leicester City,eng Premier League,19.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,1,1,100.0,12,0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Selim Amallah,ma MAR,MF,Valladolid,es La Liga,27.0,3,1,2,1,1,3.5,2.7,1.1,-0.5,-0.7,21,7,1.37,0.46,1,318,406,78.3,5560,1659,1.1,-0.1,13,42,11,0,352,3,7,31,8,8,0,24,57,27,2.09,16,8,6,1,0,1,0.07,30,18,10,18,2,8,14,24,5,1,607,7,18,33,27,308,6,35,25,353,5,32,0,0,73
Harry Amass,eng ENG,DF,Manchester Utd,eng Premier League,17.0,0,0,0,0,0,0.1,0.1,0.0,-0.1,-0.1,3,0,0.78,0.0,0,149,181,82.3,1920,387,0.1,0.0,1,5,0,0,150,0,0,9,0,0,0,9,7,23,2.08,7,0,0,1,0,0,0.0,6,2,5,1,0,6,2,11,11,0,250,13,5,3,4,132,2,18,5,124,7,2,0,0,26
Amath,sn SEN,"FW,DF",Valladolid,es La Liga,28.0,0,1,0,0,0,0.4,0.4,0.5,-0.4,-0.4,5,1,1.2,0.24,0,86,112,76.8,1337,301,0.5,0.5,6,4,4,2,106,1,2,7,0,0,0,10,12,29,3.11,10,0,2,1,0,0,0.24,2,0,2,0,0,7,2,7,6,0,166,4,12,7,9,103,4,10,4,119,1,4,0,0,13
Jordan Amavi,fr FRA,DF,Brest,fr Ligue 1,30.0,0,0,0,0,0,0.3,0.3,0.2,-0.3,-0.3,8,3,0.91,0.34,1,386,526,73.4,6269,2275,0.4,-0.2,6,28,6,1,428,0,2,15,0,0,0,22,36,21,1.59,13,0,0,1,0,0,0.11,24,17,10,11,3,6,7,10,18,0,615,20,4,7,6,309,1,9,5,361,15,15,0,2,35
Aurele Amenda,ch SUI,DF,Eint Frankfurt,de Bundesliga,21.0,0,0,0,0,0,0.0,0.0,0.3,0.0,0.0,0,0,0.0,0.0,0,58,69,84.1,1079,398,0.3,-0.3,1,2,0,0,66,0,3,0,0,0,0,1,2,1,1.86,2,0,0,0,0,0,0.0,1,0,1,0,0,0,2,2,11,0,89,13,1,1,0,46,0,1,0,52,8,3,0,0,2
Kelvin Amian,fr FRA,DF,Nantes,fr Ligue 1,26.0,1,0,1,0,0,1.0,1.0,0.8,0.0,0.0,7,4,0.29,0.17,0,738,921,80.1,11821,5145,1.8,-0.8,13,60,24,12,719,4,1,37,0,0,0,32,73,77,1.58,26,7,1,1,2,1,0.04,55,31,40,14,1,6,13,18,85,0,1153,81,21,13,8,544,1,20,12,637,21,23,0,0,54
Michael Amir Murillo,pa PAN,DF,Marseille,fr Ligue 1,28.0,1,3,1,0,0,1.5,1.5,3.3,-0.5,-0.5,13,4,0.48,0.15,2,1665,1902,87.5,26059,8235,2.9,-0.3,24,142,19,4,1691,1,0,37,0,0,0,43,140,100,1.74,39,2,3,2,0,1,0.22,49,31,30,13,6,14,18,21,70,4,2135,83,33,14,13,1169,8,28,10,1458,42,29,0,1,138
Nadiem Amiri,de GER,MF,Mainz 05,de Bundesliga,27.0,7,5,5,2,2,5.5,3.9,6.6,1.5,1.1,60,24,2.18,0.87,10,1371,1781,77.0,25127,9676,9.2,-1.6,63,173,57,9,1508,10,14,166,40,55,1,50,204,64,4.33,74,30,6,5,3,1,0.55,50,23,13,28,9,27,16,19,30,2,2093,45,49,32,31,1134,14,42,27,1307,16,44,0,0,207
Samuel Amo-Ameyaw,eng ENG,"FW,DF",Southampton,eng Premier League,18.0,0,0,0,0,0,0.0,0.0,0.1,0.0,0.0,1,0,3.21,0.0,0,8,9,88.9,107,13,0.1,-0.1,1,0,1,1,8,0,0,2,0,0,0,1,0,3,6.43,1,0,0,0,1,0,0.0,1,0,0,1,0,0,0,0,0,0,16,0,1,0,3,11,1,0,2,11,0,1,0,0,1
Samuel Amo-Ameyaw,eng ENG,"DF,MF",Strasbourg,fr Ligue 1,18.0,2,0,2,0,0,0.7,0.7,0.6,1.3,1.3,9,7,2.53,1.97,0,106,123,86.2,1579,280,0.9,-0.6,5,4,5,0,116,1,0,6,1,0,0,11,12,18,3.93,9,1,2,2,0,0,0.28,5,3,3,2,0,7,3,3,2,0,165,2,10,5,4,94,4,7,2,113,0,3,0,0,14
Mathis Amougou,fr FRA,MF,Chelsea,eng Premier League,18.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,7,7,100.0,69,30,0.0,0.0,0,2,0,0,7,0,0,0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,7,0,0,1,6,0,0,0,0,2
Mathis Amougou,fr FRA,MF,Saint-Étienne,fr Ligue 1,18.0,0,0,0,0,0,0.5,0.5,0.4,-0.5,-0.5,7,1,0.73,0.1,0,232,301,77.1,3514,1194,0.3,-0.4,7,23,4,0,290,1,1,1,0,0,0,8,36,17,1.78,14,0,2,1,0,0,0.0,21,15,15,5,1,9,12,10,4,0,407,18,9,5,9,242,2,22,8,273,3,6,0,0,37
Mohamed Amoura,dz ALG,FW,Wolfsburg,de Bundesliga,24.0,10,9,8,2,2,8.7,7.2,4.0,1.3,0.8,73,25,2.66,0.91,0,532,757,70.3,8149,1608,3.7,5.0,35,29,26,5,714,9,14,35,0,0,0,81,61,244,2.92,56,2,6,10,4,2,0.47,29,22,14,5,10,23,9,42,24,0,1106,17,127,37,48,628,35,86,18,733,19,30,1,0,92
Sofyan Amrabat,ma MAR,MF,Fiorentina,it Serie A,27.0,0,0,0,0,0,0.0,0.0,0.1,0.0,0.0,0,0,0.0,0.0,0,112,133,84.2,2140,528,0.1,-0.1,2,10,0,0,122,0,4,3,0,0,0,2,14,1,2.0,4,0,0,0,0,0,0.0,3,2,1,2,0,0,0,1,2,0,140,6,0,0,0,84,0,1,2,103,1,4,0,0,7
Joachim Andersen,dk DEN,DF,Crystal Palace,eng Premier League,28.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,1,1.0,1.0,0,61,83,73.5,1227,526,0.0,0.0,0,9,1,0,81,0,0,1,0,0,0,1,4,1,1.0,1,0,0,0,0,0,0.0,1,1,1,0,0,1,0,0,7,0,93,14,0,0,0,49,0,0,1,67,2,2,0,0,7
Joachim Andersen,dk DEN,DF,Fulham,eng Premier League,28.0,0,0,0,0,0,1.0,1.0,0.5,-1.0,-1.0,19,4,0.66,0.14,0,1654,2000,82.7,36471,14436,0.5,-0.5,4,196,6,3,1891,0,35,12,0,0,0,16,112,2,1.23,27,1,0,7,0,0,0.07,27,18,20,6,1,9,34,37,188,1,2336,340,22,4,0,1350,1,6,3,1621,70,18,0,1,122
Elliot Anderson,eng ENG,MF,Nott'ham Forest,eng Premier League,21.0,2,6,2,0,0,2.1,2.1,3.3,-0.1,-0.1,40,7,1.32,0.23,0,1085,1386,78.3,17458,5922,3.6,2.7,37,121,19,2,1292,7,4,86,17,28,0,52,143,94,2.87,43,20,7,8,4,5,0.33,92,56,54,29,9,63,31,48,76,4,1831,102,72,36,30,932,21,60,49,1088,56,49,0,0,207
André,br BRA,MF,Wolves,eng Premier League,23.0,0,0,0,0,0,0.4,0.4,0.8,-0.4,-0.4,10,1,0.36,0.04,0,1247,1342,92.9,19660,5471,0.7,-0.8,18,111,5,0,1308,5,15,0,0,0,0,10,109,11,1.78,41,3,1,0,0,4,0.11,91,55,41,41,9,26,37,42,30,1,1623,89,3,16,12,912,0,30,21,1093,2,36,0,1,194
Benjamin André,fr FRA,MF,Lille,fr Ligue 1,33.0,0,3,0,0,0,1.4,1.4,1.9,-1.4,-1.4,16,4,0.53,0.13,0,1586,1911,83.0,26597,7159,2.7,1.1,21,207,18,3,1845,1,20,16,0,0,0,29,209,72,1.77,46,0,0,2,4,1,0.3,103,57,31,60,12,42,48,42,56,0,2267,72,45,9,11,1153,1,45,33,1556,94,50,1,0,189
Marcos André,br BRA,FW,Valladolid,es La Liga,27.0,1,2,1,0,0,2.7,2.7,0.8,-1.7,-1.7,22,2,1.67,0.15,0,138,210,65.7,2358,395,0.3,1.2,9,13,3,0,185,3,6,1,0,0,0,11,16,39,1.44,15,0,3,0,1,0,0.08,10,6,3,5,2,8,3,18,10,0,372,13,32,17,18,195,5,40,23,255,47,12,0,0,44
Robert Andrich,de GER,"MF,DF",Leverkusen,de Bundesliga,29.0,2,2,2,0,0,1.3,1.3,0.3,0.7,0.7,21,5,1.18,0.28,0,865,978,88.4,13929,3332,1.0,1.7,9,65,8,0,952,2,7,12,0,0,0,8,65,17,1.86,25,0,1,5,1,1,0.23,24,12,8,14,2,7,29,16,23,0,1114,45,20,2,1,526,1,7,1,792,21,29,0,1,73
Angeliño,es ESP,DF,Roma,it Serie A,27.0,2,1,2,0,0,1.4,1.4,3.7,0.6,0.6,24,6,0.68,0.17,0,1544,1969,78.4,28294,9958,4.0,-2.7,50,135,58,22,1669,3,18,116,3,8,0,66,172,172,2.52,68,14,2,1,4,0,0.2,46,24,20,24,2,17,28,33,98,0,2266,102,47,11,11,1202,11,27,9,1476,30,32,1,0,101
Lorenzo Anghelè,it ITA,FW,Juventus,it Serie A,19.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,4,4,100.0,82,12,0.0,0.0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,3,0,0,0,4,0,0,0,0,0
Faustino Anjorin,eng ENG,MF,Empoli,it Serie A,22.0,2,3,2,0,0,0.9,0.9,1.7,1.1,1.1,23,7,1.86,0.57,1,355,441,80.5,6247,2157,1.1,1.3,17,44,13,1,418,2,4,17,4,2,0,28,55,35,2.59,24,1,3,1,2,1,0.4,29,13,9,14,6,9,13,18,20,0,628,25,17,16,22,327,6,25,11,385,9,24,0,1,65
Waldemar Anton,de GER,DF,Dortmund,de Bundesliga,28.0,2,2,2,0,0,1.7,1.7,0.8,0.3,0.3,19,3,0.88,0.14,0,1664,1841,90.4,30553,9607,1.8,1.2,6,124,6,3,1763,2,6,24,0,0,0,32,117,28,1.9,32,0,6,2,0,1,0.23,34,21,18,10,6,6,30,33,112,1,2126,189,32,20,2,1386,0,21,9,1542,46,20,0,0,122
Leandro Antonetti,pr PUR,FW,Sevilla,es La Liga,21.0,0,0,0,0,0,0.1,0.1,0.0,-0.1,-0.1,1,1,3.21,3.21,0,2,4,50.0,19,6,0.0,0.0,1,0,0,0,4,0,0,0,0,0,0,1,0,3,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,1,5,0,2,1,8,0,0,0,0,3
Kyllian Antonio,fr FRA,"DF,MF",Lens,fr Ligue 1,16.0,0,0,0,0,0,0.1,0.1,0.0,-0.1,-0.1,1,0,0.65,0.0,0,81,97,83.5,1347,373,0.0,0.0,0,2,0,0,88,0,0,2,0,0,0,1,0,0,0.65,1,0,0,0,0,0,0.0,3,2,2,0,1,2,3,3,3,1,114,2,1,1,0,82,1,2,2,85,2,2,0,0,5
Michail Antonio,jm JAM,FW,West Ham,eng Premier League,34.0,1,1,1,0,0,2.2,2.2,1.6,-1.2,-1.2,19,4,2.05,0.43,0,114,188,60.6,2183,424,0.9,-0.6,9,11,6,2,175,3,6,25,0,0,0,29,18,59,2.37,14,0,1,5,1,1,0.43,2,2,0,1,1,1,0,6,2,0,296,3,36,9,13,173,9,35,19,221,17,12,0,0,22
Antoniu,es ESP,"FW,MF",Espanyol,es La Liga,21.0,0,1,0,0,0,0.9,0.9,1.1,-0.9,-0.9,10,4,0.88,0.35,0,148,221,67.0,2071,636,1.1,-0.1,7,10,7,3,214,4,0,20,0,0,0,35,28,63,2.11,11,0,6,0,5,2,0.09,21,10,9,8,4,12,8,14,11,1,369,10,20,29,17,215,5,27,12,225,6,19,0,0,39
Antony,br BRA,"DF,MF",Manchester Utd,eng Premier League,24.0,0,0,0,0,0,1.0,1.0,0.1,-1.0,-1.0,6,3,3.83,1.91,0,56,69,81.2,688,111,0.2,-0.1,3,1,5,2,62,0,0,5,0,0,0,5,6,7,5.11,6,0,1,0,1,0,0.0,6,3,4,2,0,3,2,2,0,0,101,2,8,4,6,60,1,5,1,69,0,2,0,0,11
Antony,br BRA,FW,Betis,es La Liga,24.0,5,2,5,0,0,2.9,2.9,3.5,2.1,2.1,43,17,2.84,1.12,1,622,768,81.0,8403,2211,2.9,-1.5,36,34,43,7,722,7,5,40,4,4,0,94,67,157,5.09,61,4,5,4,3,0,0.6,25,11,6,9,10,14,10,12,9,1,982,9,63,24,33,663,30,53,20,751,5,15,1,0,73
Anuar,ma MAR,"MF,FW",Valladolid,es La Liga,29.0,2,0,2,0,0,1.7,1.7,1.2,0.3,0.3,11,5,0.58,0.26,0,411,505,81.4,6137,1132,0.7,-1.2,7,19,3,2,466,1,0,22,0,0,0,24,30,68,1.31,17,1,2,0,5,0,0.21,38,27,21,12,5,13,18,24,26,1,705,31,28,7,12,359,6,25,14,430,23,30,1,0,71
